Allocation_Subcategory,City,College,Gift_Allocation,Amount,Year,Major,Prospect ID,State
PAR,Reno,AGR,Campus_Resource,4948,2015,Horticulture,1612,NV
AGR,Richmond,ART,Scholarship,10135,2015,Apparel and Textiles,3139,VA
ALM,Richmond,AGR,Campus_Resource,7628,2015,Agriculture and Natural Resources-No Preference,3233,VA
ALM,Richmond,ENG,Campus_Resource,1782,2015,Biosystems Engineering,3054,VA
ANN,Richmond,ENG,Endowment,3782,2015,Engineering-No Major,1321,VA
EDU,Richmond,ENG,Scholarship,11639,2015,Applied Engineering Sciences,3210,VA
EDU,Richmond,NAT,Scholarship,9475,2015,Biochemistry and Molecular Biology,2154,VA
ISF,Richmond,VET,Scholarship,4742,2015,Preveterinary,3040,VA
LIB,Richmond,NAT,Campus_Resource,6243,2015,Neuroscience,3092,VA
NAT,Richmond,AGR,Scholarship,12803,2015,Food Industry Management,3078,VA
TST,Richmond,ART,Endowment,361,2015,Global Studies in the Arts and Humanities,1343,VA
ART,Sacramento,AGR,Scholarship,4558,2015,Interior Design,3172,CA
ATH,Sacramento,BIZ,Campus_Resource,2779,2015,Marketing,1602,CA
DIV,Sacramento,ART,Endowment,15194,2015,Chinese,3094,CA
MSM,Sacramento,BIZ,Campus_Resource,4782,2015,General Management,3144,CA
PAR,Sacramento,ART,Campus_Resource,13058,2015,Philosophy,3126,CA
RCR,Sacramento,AGR,Campus_Resource,5051,2015,Environmental Studies and Agriscience,2756,CA
RCR,Sacramento,NUR,Campus_Resource,6339,2015,Nursing,2147,CA
NAT,Salem,ART,Scholarship,9512,2015,Apparel and Textile Design,3201,OR
TST,Salem,AGR,Endowment,7306,2015,Horticulture,2208,OR
ANN,Salt_Lake_City,SOC,Endowment,7664,2015,Geographic Information Science,3061,UT
ANN,San_Antonio,BIZ,Endowment,8225,2015,General Management,1333,TX
ANN,San_Antonio,NAT,Endowment,8584,2015,Earth Science Interdepartmental,2153,TX
ANN,San_Antonio,SOC,Endowment,10739,2015,Sociology,3058,TX
ART,San_Antonio,ART,Scholarship,169,2015,English,1335,TX
FCE,San_Antonio,BIZ,Endowment,2823,2015,Accounting,3086,TX
FCE,San_Antonio,EDU,Endowment,2070,2015,Athletic Training,2762,TX
LIB,San_Antonio,BIZ,Campus_Resource,750,2015,Finance,3051,TX
ALM,San_Diego,ENG,Campus_Resource,2390,2015,Electrical Engineering,2227,CA
ART,San_Diego,ART,Scholarship,7063,2015,Global Studies in the Arts and Humanities,3266,CA
DIV,San_Diego,ART,Endowment,10621,2015,Professional Writing,3157,CA
DIV,San_Diego,SOC,Endowment,2049,2015,Interdisciplinary Studies in Social Science - Social Science Education,3189,CA
FCE,San_Diego,ART,Endowment,1077,2015,Russian,3223,CA
FCE,San_Diego,SOC,Endowment,6684,2015,Interdisciplinary Studies in Social Science,3170,CA
HON,San_Diego,SOC,Campus_Resource,1180,2015,History,3115,CA
TST,San_Diego,ENG,Endowment,7346,2015,Mechanical Engineering,2159,CA
TST,San_Diego,MUS,Endowment,3596,2015,Composition,2632,CA
TST,San_Diego,NAT,Endowment,9649,2015,Microbiology,3178,CA
AGR,San_Francisco,ENG,Scholarship,1198,2015,Materials Science and Engineering,1621,CA
AGR,San_Francisco,NAT,Scholarship,14979,2015,Physical Science Interdepartmental,3042,CA
AGR,San_Francisco,SOC,Scholarship,7931,2015,Geographic Information Science,1552,CA
ALM,San_Francisco,ART,Campus_Resource,7976,2015,Spanish,1557,CA
ALM,San_Francisco,NAT,Campus_Resource,8333,2015,Human Biology,3247,CA
ALM,San_Francisco,SOC,Campus_Resource,7931,2015,Geographic Information Science,1552,CA
ALM,San_Francisco,SOC,Campus_Resource,13663,2015,Political Science-Prelaw,3160,CA
ANN,San_Francisco,AGR,Endowment,6083,2015,Food Science,2188,CA
ANN,San_Francisco,ART,Endowment,7239,2015,Global Studies in the Arts and Humanities,2157,CA
ANN,San_Francisco,ART,Endowment,10483,2015,Apparel and Textile Design,3052,CA
ANN,San_Francisco,ART,Endowment,9566,2015,Philosophy,2768,CA
ANN,San_Francisco,BIZ,Endowment,8867,2015,General Management,2160,CA
ART,San_Francisco,ART,Scholarship,14156,2015,Art History and Visual Culture,3317,CA
ART,San_Francisco,MUS,Scholarship,7834,2015,Music,1513,CA
ART,San_Francisco,POL,Scholarship,4989,2015,Political Theory and Constitutional Democracy,1329,CA
ART,San_Francisco,SOC,Scholarship,8424,2015,Political Science-Prelaw,1330,CA
ATH,San_Francisco,AGR,Campus_Resource,1822,2015,Landscape Architecture,3034,CA
ATH,San_Francisco,ART,Campus_Resource,13793,2015,Linguistics,3104,CA
ATH,San_Francisco,NAT,Campus_Resource,4788,2015,Zoology,1386,CA
COM,San_Francisco,ART,Scholarship,3527,2015,Apparel and Textile Design,3268,CA
DIV,San_Francisco,AGR,Endowment,4638,2015,Animal Science,3135,CA
DIV,San_Francisco,AGR,Endowment,6691,2015,Horticulture,3174,CA
DIV,San_Francisco,ART,Endowment,9577,2015,Art Education,3198,CA
DIV,San_Francisco,ART,Endowment,7431,2015,Women's and Gender Studies,1313,CA
DIV,San_Francisco,ART,Endowment,7976,2015,Spanish,1557,CA
DIV,San_Francisco,NAT,Endowment,3847,2015,Biochemistry and Molecular Biology/Biotechnology,1387,CA
DIV,San_Francisco,VET,Endowment,2268,2015,Preveterinary,3280,CA
ENG,San_Francisco,SOC,Scholarship,2245,2015,Geographic Information Science,1544,CA
HON,San_Francisco,AGR,Campus_Resource,1490,2015,Animal Science,2773,CA
HON,San_Francisco,SOC,Campus_Resource,2245,2015,Geographic Information Science,1544,CA
ISF,San_Francisco,NAT,Scholarship,2779,2015,Microbiology,2748,CA
LIB,San_Francisco,SOC,Campus_Resource,5668,2015,Economics,2205,CA
LIB,San_Francisco,SOC,Campus_Resource,7558,2015,Political Science,2743,CA
PAR,San_Francisco,MUS,Campus_Resource,7834,2015,Music,1513,CA
RCR,San_Francisco,NUR,Campus_Resource,7094,2015,Prenursing,2753,CA
TST,San_Francisco,AGR,Endowment,14961,2015,Animal Science,3118,CA
TST,San_Francisco,AGR,Endowment,11243,2015,Animal Science,3067,CA
TST,San_Francisco,ART,Endowment,4846,2015,Art History and Visual Culture,2624,CA
TST,San_Francisco,ART,Endowment,13753,2015,Arabic,3188,CA
TST,San_Francisco,POL,Endowment,13847,2015,Comparative Cultures and Politics,3082,CA
ART,Savannah,SOC,Scholarship,11038,2015,Geography,3100,GA
DIV,Savannah,ART,Endowment,728,2015,Theatre,3196,GA
LIB,Savannah,POL,Campus_Resource,3802,2015,Political Theory and Constitutional Democracy,2185,GA
TST,Savannah,NAT,Endowment,9334,2015,Earth Science Interdepartmental,1318,GA
MSF,Scottsdale,NAT,Scholarship,5689,2015,Biochemistry and Molecular Biology/Biotechnology,2631,AZ
AGR,Seattle,ENG,Scholarship,13317,2015,Computer Science,3262,WA
AGR,Seattle,NAT,Scholarship,13327,2015,Biochemistry and Molecular Biology/Biotechnology,3124,WA
AGR,Seattle,NAT,Scholarship,1797,2015,Microbiology,1548,WA
ANN,Seattle,ART,Endowment,8474,2015,Spanish,1616,WA
DIV,Seattle,AGR,Endowment,8592,2015,Horticulture,1592,WA
DIV,Seattle,ENG,Endowment,8577,2015,Applied Engineering Sciences,2145,WA
ENG,Seattle,ENG,Scholarship,3403,2015,Engineering-No Major,1570,WA
ENG,Seattle,NAT,Scholarship,5794,2015,Human Biology,1635,WA
HON,Seattle,ENG,Campus_Resource,3403,2015,Engineering-No Major,1570,WA
ISF,Seattle,ART,Scholarship,7368,2015,Arts & Letters-General,3275,WA
MUS,Seattle,AGR,Scholarship,6205,2015,Food Industry Management,1525,WA
MUS,Seattle,ART,Scholarship,1743,2015,Apparel and Textile Design,2776,WA
NAT,Seattle,ENG,Scholarship,5068,2015,Electrical Engineering,2196,WA
NAT,Seattle,POL,Scholarship,4089,2015,Social Relations and Policy,3085,WA
NUR,Seattle,AGR,Scholarship,6205,2015,Food Industry Management,1525,WA
NUR,Seattle,NAT,Scholarship,7437,2015,Plant Biology,1620,WA
PAR,Seattle,EDU,Campus_Resource,1590,2015,Kinesiology,3270,WA
PAR,Seattle,SOC,Campus_Resource,14464,2015,Human Development and Family Studies,3024,WA
TST,Seattle,NAT,Endowment,1797,2015,Microbiology,1548,WA
TST,Seattle,SOC,Endowment,5245,2015,History,1553,WA
TST,Seattle,SOC,Endowment,5245,2015,History,1553,WA
ART,Spokane,SOC,Scholarship,8119,2015,Social Work,2739,WA
FCE,Spokane,AGR,Endowment,1133,2015,Natural Resource Recreation and Tourism,3278,WA
FCE,Spokane,NAT,Endowment,5618,2015,Preoptometry,2216,WA
LIB,Spokane,SOC,Campus_Resource,3204,2015,Criminal Justice,3136,WA
MUS,Spokane,AGR,Scholarship,669,2015,Food Science,2228,WA
RCR,Spokane,AGR,Campus_Resource,15069,2015,Fisheries and Wildlife,3194,WA
TST,Spokane,AGR,Endowment,3230,2015,Agribusiness Management,3181,WA
ALM,Springfield,ART,Campus_Resource,2877,2015,Global Studies in the Arts and Humanities,3055,IL
ANN,Springfield,ENG,Endowment,15159,2015,Applied Engineering Sciences,3158,IL
ANN,Springfield,NAT,Endowment,2734,2015,Environmental Geosciences,3179,AR
ANN,Springfield,NUR,Endowment,6076,2015,Nursing,3217,AR
ART,St._Louis,NAT,Scholarship,605,2015,Environmental Geosciences,1605,MO
COM,St._Louis,COM,Scholarship,149,2015,Media and Information,2738,MO
LIB,St._Louis,ENG,Campus_Resource,7795,2015,Computer Science,1519,MO
LIB,St._Louis,ENG,Campus_Resource,7795,2015,Computer Science,1519,MO
NAT,St._Louis,AGR,Scholarship,13292,2015,Agriculture and Natural Resources-No Preference,3153,MO
ANN,St._Paul,NAT,Endowment,2674,2015,Earth Science Interdepartmental,3308,MN
ART,St._Paul,NAT,Scholarship,4488,2015,Human Biology,3265,MN
DIV,St._Paul,NAT,Endowment,1047,2015,Zoology,3236,MN
FCE,St._Paul,COM,Endowment,3438,2015,Journalism,2198,MN
AGR,Tallahassee,NAT,Scholarship,14400,2015,"Mathematics, Advanced",3151,FL
ANN,Tallahassee,BIZ,Endowment,7746,2015,General Management,1578,FL
ANN,Tallahassee,BIZ,Endowment,6119,2015,Finance,2231,FL
ANN,Tallahassee,NAT,Endowment,12492,2015,Environmental Biology/Zoology,3073,FL
DIV,Tallahassee,POL,Endowment,9783,2015,Comparative Cultures and Politics,1608,FL
FCE,Tallahassee,POL,Endowment,8819,2015,College of Political Science,2740,FL
MSM,Tallahassee,ENG,Campus_Resource,7784,2015,Engineering-No Major,3258,FL
PAR,Tallahassee,NAT,Campus_Resource,8682,2015,Genomics & Molecular Genetics,3155,FL
DIV,Tucson,BIZ,Endowment,14033,2015,Supply Chain Management,3031,AZ
DIV,Tucson,BIZ,Endowment,9240,2015,Marketing,3070,AZ
DIV,Tucson,SOC,Endowment,1321,2015,Geographic Information Science,3202,AZ
FCE,Tucson,COM,Endowment,3865,2015,Media and Information,1572,AZ
ISF,Tucson,COM,Scholarship,3865,2015,Media and Information,1572,AZ
NAT,Tucson,AGR,Scholarship,4575,2015,Packaging,2203,AZ
ART,Tulsa,BIZ,Scholarship,5901,2015,Supply Chain Management,1537,OK
MSM,Tulsa,BIZ,Campus_Resource,5901,2015,Supply Chain Management,1537,OK
MUS,Tulsa,NAT,Scholarship,6028,2015,Biomedical Laboratory Science,3282,OK
ANN,Washington,NUR,Endowment,5240,2015,Summer Research Program,1562,DC
ANN,Washington,SOC,Endowment,9533,2015,Urban and Regional Planning,2771,DC
ART,Washington,SOC,Scholarship,3985,2015,Human Development and Family Studies,3276,DC
DIV,Washington,AGR,Endowment,1441,2015,Environmental Economics and Policy,1585,DC
MUS,Washington,NUR,Scholarship,5240,2015,Summer Research Program,1562,DC
NAT,Washington,AGR,Scholarship,478,2015,Environmental Studies and Agriscience,3228,DC
NAT,Washington,ENG,Scholarship,2476,2015,Mechanical Engineering,1338,DC
ART,West_Valley_City,ART,Scholarship,6155,2015,Japanese,1520,UT
ATH,West_Valley_City,POL,Campus_Resource,7152,2015,Political Theory and Constitutional Democracy,1339,UT
MSF,West_Valley_City,ART,Scholarship,6155,2015,Japanese,1520,UT
MUS,West_Valley_City,ART,Scholarship,5452,2015,Art History and Visual Culture,1342,UT
NAT,West_Valley_City,ART,Scholarship,428,2015,Apparel and Textiles,3102,UT
ANN,Wichita,ART,Endowment,8310,2015,Art Education,2214,KS
DIV,Wichita,ENG,Endowment,4618,2015,Computer Science,3269,KS
DIV,Wichita,SOC,Endowment,7601,2015,Psychology,1521,KS
FCE,Wichita,AGR,Endowment,8941,2015,Agriculture and Natural Resources-No Preference,1526,KS
NAT,Wichita,AGR,Scholarship,8941,2015,Agriculture and Natural Resources-No Preference,1526,KS
NAT,Wichita,SOC,Scholarship,7601,2015,Psychology,1521,KS
ART,Winston-salem,ART,Scholarship,12251,2015,French,3090,NC
COM,Winston-salem,ART,Scholarship,7579,2015,Chinese,3221,NC
ISF,Winston-salem,AGR,Scholarship,15249,2015,Fisheries and Wildlife,3167,NC
SOC,Overland_Park,AGR,Scholarship,8176,2010,Animal Science,1081,KS
POL,New_York,ART,Scholarship,7699,2010,Chinese,1422,NY
SOC,Spokane,COM,Scholarship,6980,2010,Media and Information,1060,WA
SOC,San_Diego,SOC,Scholarship,7547,2010,Social Work,1202,CA
SOC,New_York,AGR,Scholarship,8723,2010,Landscape Architecture,1355,NY
SOC,Louisville,SOC,Scholarship,6812,2010,Urban and Regional Planning,1577,KY
SOC,Salt_Lake_City,NAT,Scholarship,9864,2010,Mathematics,1226,UT
POL,New_Orleans,AGR,Scholarship,1867,2010,Food Industry Management,1466,LA
SOC,New_York,AGR,Scholarship,2333,2010,Interior Design,1297,NY
SOC,Richmond,NAT,Scholarship,473,2010,Biochemistry and Molecular Biology,1465,VA
POL,Denver,POL,Scholarship,4168.5,2010,Social Relations and Policy,1178,CO
SOC,Eugene,SOC,Scholarship,4839,2010,Economics,1432,OR
SOC,New_York,EDU,Scholarship,7333,2010,Athletic Training,1423,NY
SOC,Memphis,ART,Scholarship,7243,2010,Theatre,1411,TN
SOC,Cedar_Rapids,SOC,Scholarship,8789,2010,Human Development and Family Studies,1622,IA
SOC,Los_Angeles,NAT,Scholarship,8269,2010,Predental,1286,CA
SOC,Denver,MUS,Scholarship,11671.5,2010,Composition,1393,CO
POL,Cedar_Rapids,ART,Scholarship,3110,2010,Apparel and Textiles,1482,IA
SOC,Dallas,NAT,Scholarship,383,2010,Biochemistry and Molecular Biology,1142,TX
SOC,Phoenix,POL,Scholarship,7285,2010,Political Theory and Constitutional Democracy,1012,AZ
SOC,Jacksonville,ART,Scholarship,8881,2010,Studio Art,1449,FL
SOC,Philadelphia,NAT,Scholarship,5453,2010,Human Biology,1144,PA
SOC,Raleigh,NAT,Scholarship,8839,2010,Preoptometry,1448,NC
SOC,Des_Moines,AGR,Scholarship,1587,2010,Nutritional Sciences,1603,IA
SOC,San_Diego,SOC,Scholarship,4209,2010,Criminal Justice,1475,CA
SOC,Richmond,SOC,Scholarship,7804,2010,Interdisciplinary Studies in Social Science - Social Science Education,1472,VA
SOC,New_Orleans,ART,Scholarship,5223,2010,Spanish,1434,LA
SOC,Charlotte,MUS,Scholarship,9294,2010,Composition,1261,NC
SOC,Alexandria,NAT,Scholarship,3281,2010,Computational Mathematics,1057,VA
POL,San_Francisco,NAT,Scholarship,1617,2010,Chemistry,1840,CA
SOC,Omaha,AGR,Scholarship,7188,2010,Packaging,1201,NE
SOC,Houston,BIZ,Scholarship,1758,2010,Marketing,1102,TX
SOC,Philadelphia,NAT,Scholarship,6148,2010,Predental,1206,PA
SOC,Denver,SOC,Scholarship,1743,2010,Public Policy,1416,CO
SOC,Colorado_Springs,ART,Scholarship,9393,2010,Arts & Letters-General,1268,CO
POL,Phoenix,NAT,Scholarship,862,2010,Biochemistry and Molecular Biology/Biotechnology,1326,AZ
SOC,Los_Angeles,AGR,Scholarship,2237,2010,Entomology,1704,CA
SOC,Phoenix,NAT,Scholarship,1231,2010,Human Biology,1351,AZ
SOC,Lexington,POL,Scholarship,888,2010,College of Political Science,1017,KY
SOC,Columbia,SOC,Scholarship,989,2011,History,1804,SC
SOC,Cincinnati,BIZ,Scholarship,1001,2011,Hospitality Business,1665,OH
SOC,Lansing,VET,Scholarship,172,2011,Preveterinary,2509,MI
SOC,Amarillo,COM,Scholarship,3766,2011,Media and Information,1412,TX
SOC,Overland_Park,EDU,Scholarship,6690,2011,Kinesiology,2562,KS
SOC,Dallas,NAT,Scholarship,9864,2011,Environmental Biology/Plant Biol,1697,TX
SOC,Eugene,NAT,Scholarship,9445,2011,Biochemistry and Molecular Biology,2525,OR
SOC,Colorado_Springs,ENG,Scholarship,6676,2011,Biosystems Engineering,2466,CO
SOC,Columbia,NAT,Scholarship,6691,2011,Chemical Physics,2301,SC
SOC,Hartford,ENG,Scholarship,6636,2011,Environmental Engineering,1887,CT
SOC,Los_Angeles,NAT,Scholarship,2731,2011,"Mathematics, Advanced",1735,CA
POL,Colorado_Springs,EDU,Scholarship,8968,2011,Education,2494,CO
SOC,Denver,SOC,Scholarship,10521,2011,History Education,2334,CO
SOC,Denver,COM,Scholarship,1389,2011,Journalism,2371,CO
SOC,North_Las_Vegas,ART,Scholarship,6474,2011,French,2608,NV
POL,Detroit,AGR,Scholarship,3848,2011,Entomology,2482,MI
SOC,San_Francisco,NAT,Scholarship,7426,2011,Human Biology,2272,CA
SOC,Phoenix,COM,Scholarship,3392,2011,Media and Information,2335,AZ
SOC,Dallas,NAT,Scholarship,4095,2011,Earth Science Interdepartmental,2359,TX
SOC,Memphis,BIZ,Scholarship,8280,2011,Accounting,2453,TN
SOC,Seattle,ART,Scholarship,4802,2011,Japanese,1404,WA
SOC,Hartford,SOC,Scholarship,5555,2011,Political Science,1407,CT
SOC,Phoenix,NUR,Scholarship,2977,2011,Prenursing,2538,AZ
SOC,Mobile,AGR,Scholarship,6089,2011,Packaging,2586,AL
SOC,Salem,BIZ,Scholarship,2442,2011,Human Resource Management,2348,OR
SOC,Los_Angeles,BIZ,Scholarship,3348,2011,Hospitality Business,2455,CA
POL,Chicago,EDU,Scholarship,2323,2011,Special Education-Learning Disabilities,2492,IL
SOC,New_York,SOC,Scholarship,4540,2011,Criminal Justice,2517,NY
POL,Detroit,COM,Scholarship,4947,2011,Journalism,2462,MI
SOC,Denver,EDU,Scholarship,13330.5,2011,Special Education-Learning Disabilities,2573,CO
POL,Philadelphia,SOC,Scholarship,7418,2011,Interdisciplinary Studies in Social Science,2406,PA
SOC,San_Francisco,SOC,Scholarship,1449,2011,Geography,2436,CA
POL,Cincinnati,ART,Scholarship,447,2011,Theatre,1952,OH
SOC,Little_Rock,POL,Scholarship,2414,2011,Comparative Cultures and Politics,1631,AR
POL,Houston,NAT,Scholarship,1960,2011,Astrophysics,1916,TX
SOC,Miami,SOC,Scholarship,6881,2011,Sociology,2392,FL
SOC,Kansas_City,AGR,Scholarship,4985,2011,Horticulture,1433,MO
SOC,Louisville,AGR,Scholarship,7477,2011,Landscape Architecture,2300,KY
SOC,Portland,EDU,Scholarship,3254,2011,Education,1793,OR
SOC,Knoxville,COM,Scholarship,14,2011,Media and Information,2604,TN
SOC,Seattle,ART,Scholarship,5540,2011,Japanese,2353,WA
SOC,Denver,SOC,Scholarship,1743,2011,Public Policy,1416,CO
SOC,Nashville,ENG,Scholarship,1553,2011,Biosystems Engineering,1703,TN
SOC,Jacksonville,BIZ,Scholarship,5275,2011,Hospitality Business,2510,FL
SOC,Hartford,SOC,Scholarship,4306,2011,Sociology,2421,CT
SOC,New_York,MUS,Scholarship,8902,2011,Music Performance,2271,NY
SOC,Cincinnati,ART,Scholarship,3825,2011,Global Studies in the Arts and Humanities,2354,OH
SOC,Chicago,ART,Scholarship,2747,2011,Women's and Gender Studies,2501,IL
SOC,Phoenix,NAT,Scholarship,5799,2011,Physical Science Interdepartmental,2602,AZ
SOC,Phoenix,NAT,Scholarship,3132,2011,Preoptometry,2297,AZ
SOC,Springfield,ART,Scholarship,2002,2011,Experience Architecture,2452,IL
SOC,Denver,NAT,Scholarship,9541.5,2011,Physical Science Interdepartmental,1584,CO
SOC,Hartford,ART,Scholarship,8281,2011,Studio Art,2261,CT
SOC,Washington,AGR,Scholarship,4912,2011,Agriculture and Natural Resources-No Preference,1943,DC
SOC,Lansing,NAT,Scholarship,3714,2011,Environmental Biology/Plant Biol,2262,MI
SOC,Knoxville,COM,Scholarship,7330,2012,Media and Information,2604,TN
SOC,Los_Angeles,NAT,Scholarship,5686,2012,Genomics & Molecular Genetics,1255,CA
SOC,New_York,ENG,Scholarship,1818,2012,Applied Engineering Sciences,1961,NY
POL,Boston,SOC,Scholarship,292,2012,Economics,2061,MA
SOC,Denver,EDU,Scholarship,16992,2012,Athletic Training,2409,CO
POL,Jacksonville,AGR,Scholarship,1587,2012,Construction Management,1945,FL
SOC,Providence,ART,Scholarship,368,2012,Arts & Letters-General,1389,RI
SOC,Salem,MUS,Scholarship,11481,2012,Jazz Studies,2508,OR
POL,Indianapolis,NAT,Scholarship,6180,2012,Earth Science Interdepartmental,2491,IN
SOC,Raleigh,COM,Scholarship,3677,2012,Advertising,1929,NC
POL,Austin,AGR,Scholarship,4607,2012,Fisheries and Wildlife,1899,TX
POL,Colorado_Springs,NAT,Scholarship,9462,2012,Zoology,1953,CO
POL,New_Orleans,MUS,Scholarship,2946,2012,Composition,1974,LA
SOC,Denver,EDU,Scholarship,1783.5,2012,Special Education-Learning Disabilities,2573,CO
SOC,Henderson,NAT,Scholarship,6384,2012,Chemical Physics,1306,NV
SOC,Milwaukee,POL,Scholarship,2587,2012,College of Political Science,1294,WI
SOC,Phoenix,COM,Scholarship,4821,2012,Advertising,1300,AZ
SOC,Little_Rock,NAT,Scholarship,5158,2012,"Mathematics, Advanced",1910,AR
SOC,Washington,SOC,Scholarship,6812,2012,Interdisciplinary Studies in Social Science - Social Science Education,1932,DC
POL,Los_Angeles,ENG,Scholarship,293,2012,Materials Science and Engineering,2469,CA
SOC,Henderson,COM,Scholarship,5336,2012,Advertising,2576,NV
POL,San_Antonio,BIZ,Scholarship,4123,2012,General Management,1333,TX
SOC,Chicago,ENG,Scholarship,8743,2012,Materials Science and Engineering,1960,IL
SOC,Durham,SOC,Scholarship,3478,2012,Human Development and Family Studies,2422,NC
SOC,San_Diego,MUS,Scholarship,5189,2012,Composition,2632,CA
SOC,Overland_Park,EDU,Scholarship,7322,2012,Kinesiology,2562,KS
SOC,Dallas,NAT,Scholarship,3240,2012,Neuroscience,1898,TX
SOC,Chicago,SOC,Scholarship,7317,2012,Interdisciplinary Studies in Social Science,2558,IL
SOC,Los_Angeles,ART,Scholarship,6658,2012,Studio Art,2083,CA
SOC,Orlando,ART,Scholarship,5840,2012,Arts & Letters-General,1316,FL
SOC,Manchester,ART,Scholarship,8519,2012,Philosophy,1334,NH
SOC,Cleveland,ART,Scholarship,1793,2012,Interdisciplinary Humanities,1265,OH
POL,Denver,AGR,Scholarship,2635.5,2012,Environmental Economics and Policy,2018,CO
SOC,Denver,NAT,Scholarship,13480.5,2012,"Mathematics, Advanced",1309,CO
SOC,San_Francisco,SOC,Scholarship,572,2012,Political Science-Prelaw,1330,CA
SOC,Phoenix,BIZ,Scholarship,10824,2012,General Management,2481,AZ
SOC,Denver,ART,Scholarship,11692.5,2012,Arabic,1903,CO
SOC,Savannah,NAT,Scholarship,3180,2012,Human Biology,2077,GA
SOC,Denver,ART,Scholarship,2145,2012,Russian,2511,CO
POL,Las_Vegas,AGR,Scholarship,1270,2012,Environmental Studies and Agriscience,2009,NV
SOC,New_York,EDU,Scholarship,4067,2012,Education,2425,NY
SOC,Oklahoma_City,POL,Scholarship,888,2012,Political Theory and Constitutional Democracy,1262,OK
